chrom	start	stop	gene_id	gene_name
7	103152007	103152325	ENSG00000236848.2	RPL23AP95
7	103161947	103162660	ENSG00000279482.1	AC007683.2
7	103175133	103280410	ENSG00000170629.14	DPY19L2P2
7	103262000	103262311	ENSG00000237632.3	S100A11P1
7	103297435	103329511	ENSG00000105819.14	PMPCB
7	103312289	103344830	ENSG00000105821.15	DNAJC2
7	103328570	103370346	ENSG00000161057.13	PSMC2
7	103348601	103348771	ENSG00000235354.1	RPS29P16
7	103352730	103446207	ENSG00000170615.15	SLC26A5
7	103433461	103433561	ENSG00000251852.1	Y_RNA
7	103434994	103435092	ENSG00000252047.1	Y_RNA
7	103445207	103514007	ENSG00000234715.2	AC005064.1
7	103471381	103989658	ENSG00000189056.15	RELN
7	103484208	103484539	ENSG00000222386.1	RN7SKP86
7	104126341	104208047	ENSG00000164815.11	ORC5
7	104328700	104907232	ENSG00000187416.12	LHFPL3
7	104667749	104669576	ENSG00000197258.5	EIF4BP6
7	104738597	104804107	ENSG00000226869.6	LHFPL3-AS1
7	104826336	104826796	ENSG00000237606.2	AC091286.1
7	104894628	104926645	ENSG00000225329.3	LHFPL3-AS2
7	104911928	104912193	ENSG00000243352.3	RN7SL8P
7	104940943	105000713	ENSG00000237513.2	AC007384.1
7	104950315	105013044	ENSG00000228393.4	LINC01004
7	105013425	105014321	ENSG00000239569.3	KMT2E-AS1
7	105014190	105115019	ENSG00000005483.21	KMT2E
7	105102838	105105483	ENSG00000272918.1	AC005070.3
7	105110704	105399308	ENSG00000135250.17	SRPK2
7	105189190	105189814	ENSG00000270764.1	AC005070.1
7	105204600	105204859	ENSG00000271482.1	AC005070.2
7	105244652	105244970	ENSG00000213361.2	AC004884.1
7	105301522	105302086	ENSG00000244490.1	RWDD4P1
7	105304277	105306642	ENSG00000242154.1	AC004884.2
7	105332790	105332896	ENSG00000201179.1	RNU6-1322P
7	105439661	105522271	ENSG00000091127.14	PUS7
7	105530209	105530671	ENSG00000223886.3	AC073073.1
7	105532169	105567677	ENSG00000135249.8	RINT1
7	105565120	105600875	ENSG00000185055.11	EFCAB10
7	105571083	105573660	ENSG00000272604.1	AC073073.2
7	105582258	105583256	ENSG00000231167.3	YBX1P2
7	105604772	105876599	ENSG00000146776.15	ATXN7L1
7	105819492	105820101	ENSG00000226624.1	AC005099.1
7	105876796	106036432	ENSG00000128536.16	CDHR3
7	106035798	106036431	ENSG00000280439.1	AC004836.1
7	106090505	106112576	ENSG00000008282.9	SYPL1
7	106125371	106126700	ENSG00000242562.1	DCAF13P1
7	106208167	106208267	ENSG00000201796.1	RNU6-392P
7	106248298	106285966	ENSG00000105835.13	NAMPT
7	106285480	106286326	ENSG00000273320.1	AC007032.1
7	106315225	106315743	ENSG00000243438.1	LARP1BP2
7	106372251	106770207	ENSG00000243797.6	AC004917.1
7	106425278	106511544	ENSG00000286076.1	AC005050.3
7	106569876	106598908	ENSG00000267052.3	AC005050.1
7	106624072	106628696	ENSG00000286013.1	AC005050.2
7	106654360	106661158	ENSG00000253276.4	CCDC71L
7	106774955	106838480	ENSG00000228742.11	LINC02577
7	106781600	106781715	ENSG00000251978.1	RNA5SP236
7	106865278	106908980	ENSG00000105851.11	PIK3CG
7	107044705	107161811	ENSG00000005249.13	PRKAR2B
7	107066591	107133733	ENSG00000243193.4	PRKAR2B-AS1
7	107168961	107202522	ENSG00000105856.14	HBP1
7	107192559	107193300	ENSG00000272072.1	AC004492.1
7	107201372	107564261	ENSG00000164597.15	COG5
7	107450083	107450362	ENSG00000228341.1	AC002381.1
7	107470018	107475684	ENSG00000172209.6	GPR22
7	107563484	107578523	ENSG00000105865.11	DUS4L
7	107563971	107623317	ENSG00000288558.2	DUS4L-BCAP29
7	107579557	107580057	ENSG00000272854.1	AC004839.2
7	107580246	107629170	ENSG00000075790.12	BCAP29
7	107603363	107603507	ENSG00000238832.1	AC004839.1
7	107628553	107629550	ENSG00000250474.2	WBP1LP2
7	107642765	107643023	ENSG00000225935.1	BANF1P5
7	107650260	107662204	ENSG00000233705.7	SLC26A4-AS1
7	107660828	107717809	ENSG00000091137.14	SLC26A4
7	107739999	107744581	ENSG00000241764.4	AC002467.1
7	107743949	107761667	ENSG00000105879.12	CBLL1
7	107765467	107803225	ENSG00000091138.13	SLC26A3
7	107808734	107809568	ENSG00000229626.1	PIGCP2
7	107891162	107931730	ENSG00000091140.14	DLD
7	107923799	108003213	ENSG00000091136.15	LAMB1
7	107942116	107942740	ENSG00000273055.1	AC005046.1
7	107999791	107999982	ENSG00000238297.2	U3
7	108023548	108130361	ENSG00000091128.13	LAMB4
7	108147623	108456717	ENSG00000091129.21	NRCAM
7	108470417	108569666	ENSG00000135241.17	PNPLA8
7	108510233	108510976	ENSG00000231006.1	RPL7P32
7	108554543	108569750	ENSG00000177683.14	THAP5
7	108569867	108574850	ENSG00000128590.5	DNAJB9
7	108598352	108639349	ENSG00000225647.2	AC005487.1
7	108720608	108721601	ENSG00000270425.1	AC002487.1
7	108883975	108884587	ENSG00000205174.4	C7orf66
7	108900105	108905226	ENSG00000279043.1	AC004014.2
7	108909453	108952666	ENSG00000229603.1	AC004014.1
7	108994031	108995029	ENSG00000227968.1	BUB3P1
7	109322320	109326315	ENSG00000230941.1	AC002386.1
7	109521981	109597166	ENSG00000234273.1	AC073071.1
7	109660094	109660802	ENSG00000230192.1	AC073387.1
7	109763574	109764357	ENSG00000271368.1	AC073387.2
7	109959218	109960184	ENSG00000237064.1	EIF3IP1
7	109998434	109999624	ENSG00000232199.1	RPL3P8
7	110108031	110534757	ENSG00000226965.2	AC073114.1
7	110215891	110216380	ENSG00000278424.1	AC073114.2
7	110590082	110592204	ENSG00000287186.1	AC073326.2
7	110662644	111562517	ENSG00000184903.10	IMMP2L
7	110724159	110725825	ENSG00000228540.1	AC073326.1
7	111091006	111125454	ENSG00000173114.13	LRRN3
7	111394875	111395043	ENSG00000243621.1	AC003989.2
7	111411319	111411883	ENSG00000227948.4	AC003989.1
7	111726110	112206407	ENSG00000128512.23	DOCK4
7	111757051	111762216	ENSG00000287011.1	AC003077.1
7	111808516	111821773	ENSG00000225572.1	DOCK4-AS1
7	111953653	111953765	ENSG00000222346.1	RNA5SP237
7	111971222	111971988	ENSG00000234358.1	AC003080.1
7	112206695	112343934	ENSG00000198839.10	ZNF277
7	112288623	112288952	ENSG00000202406.1	RN7SKP187
7	112328189	112409623	ENSG00000226851.1	AC004112.1
7	112372647	112373729	ENSG00000230999.1	MTND5P8
7	112373733	112374250	ENSG00000232922.1	MTND6P24
7	112374324	112375429	ENSG00000236232.1	MTCYBP24
7	112422887	112481017	ENSG00000006652.15	IFRD1
7	112446086	112446375	ENSG00000180019.6	AC079741.1
7	112450460	112490941	ENSG00000288640.1	AC005192.1
7	112450487	112450645	ENSG00000288634.1	AC079741.2
7	112480853	112491062	ENSG00000181016.9	LSMEM1
7	112520488	112521670	ENSG00000182965.6	NPM1P14
7	112616440	112896625	ENSG00000223646.2	AC002463.1
7	112735166	112738693	ENSG00000225358.1	MIPEPP1
7	112762377	112790423	ENSG00000146802.13	TMEM168
7	112819147	112939875	ENSG00000164603.12	BMT2
7	112953282	112995677	ENSG00000234520.6	HRAT17
7	113075124	113077181	ENSG00000279288.1	AC073346.2
7	113078331	113087778	ENSG00000164604.14	GPR85
7	113100663	113146330	ENSG00000225457.1	AC073346.1
7	113116718	113118560	ENSG00000214194.9	SMIM30
7	113415689	113416322	ENSG00000270997.1	AC073137.1
7	113451072	113451402	ENSG00000278894.1	AC073348.1
7	113486407	113494870	ENSG00000287592.1	AC073348.2
7	113876777	114075920	ENSG00000154415.8	PPP1R3A
7	114086327	114693772	ENSG00000128573.26	FOXP2
7	114297114	114297429	ENSG00000236580.1	AC073626.2
7	114414244	114419875	ENSG00000224595.1	AC073626.1
7	114560961	114561517	ENSG00000282859.1	AC003992.1
7	114613787	114613906	ENSG00000202334.1	RNA5SP238
7	114653345	114653455	ENSG00000272230.1	MIR3666
7	114922359	115019202	ENSG00000135272.12	MDFIC
7	115030564	115126314	ENSG00000225535.7	LINC01393
7	115061537	115231355	ENSG00000233607.1	LINC01392
7	115136475	115137220	ENSG00000226962.1	RAC1P6
7	115207894	115207996	ENSG00000199764.1	Y_RNA
7	115503367	115504081	ENSG00000244565.1	POLR2DP2
7	115581315	115581442	ENSG00000202377.1	SNORA25B
7	115647461	115676329	ENSG00000242072.1	AC092590.1
7	115679345	115682618	ENSG00000240973.1	AC093714.1
7	115789729	115791049	ENSG00000243345.1	AC093714.2
7	115833273	115833373	ENSG00000199224.1	Y_RNA
7	115935148	116159896	ENSG00000105967.16	TFEC
7	116209234	116211511	ENSG00000279086.1	AC073130.3
7	116210506	116258783	ENSG00000135269.18	TES
7	116237929	116327896	ENSG00000243243.5	AC073130.2
7	116238260	116499465	ENSG00000237813.4	AC002066.1
7	116275606	116286734	ENSG00000237870.6	AC073130.1
7	116287380	116508541	ENSG00000105971.15	CAV2
7	116320751	116321031	ENSG00000213167.3	Metazoa_SRP
7	116524994	116561179	ENSG00000105974.13	CAV1
7	116542718	116551969	ENSG00000235427.1	AC006159.1
7	116563594	116663829	ENSG00000231210.3	COMETT
7	116672196	116798377	ENSG00000105976.16	MET
7	116811070	116922049	ENSG00000198898.14	CAPZA2
7	116873454	116876376	ENSG00000235945.1	AC002543.1
7	116909877	116909964	ENSG00000252115.1	Y_RNA
7	116944286	116944414	ENSG00000222150.1	RNA5SP239
7	116952446	116954334	ENSG00000227199.1	ST7-AS1
7	116952698	116952813	ENSG00000275359.1	AC106873.5
7	116953214	116953324	ENSG00000277583.1	AC106873.7
7	116953238	117230176	ENSG00000004866.22	ST7
7	116953899	117098806	ENSG00000214188.9	ST7-OT4
7	116954391	117119719	ENSG00000288635.1	AC106873.8
7	116954480	116954679	ENSG00000273596.1	AC106873.3
7	116954983	116955154	ENSG00000273571.1	AC106873.2
7	116956431	116956723	ENSG00000276100.1	AC106873.6
7	116959593	116959805	ENSG00000274606.1	AC106873.4
7	116965846	116967472	ENSG00000228368.1	AC106873.1
7	116972165	116972911	ENSG00000213050.5	TPM3P1
7	117020211	117020319	ENSG00000283923.1	MIR6132
7	117072072	117146480	ENSG00000226367.6	ST7-AS2
7	117091678	117097262	ENSG00000287829.1	AC002542.6
7	117117912	117117983	ENSG00000274344.1	AC002542.2
7	117184126	117184199	ENSG00000275054.1	AC002542.3
7	117187548	117187740	ENSG00000227532.1	AC002542.1
7	117190133	117190269	ENSG00000278526.1	AC002542.5
7	117191647	117191761	ENSG00000278482.1	AC002542.4
7	117262918	117264888	ENSG00000230785.2	AC006326.1
7	117263917	117264388	ENSG00000224042.2	MTND4P6
7	117264393	117264530	ENSG00000230605.1	MTCYBP6
7	117275451	117323152	ENSG00000105989.10	WNT2
7	117287120	117715971	ENSG00000001626.16	CFTR
7	117332761	117350096	ENSG00000286390.1	AC002465.1
7	117363222	117428123	ENSG00000154438.8	ASZ1
7	117439982	117440780	ENSG00000214684.2	ANKRD49P4
7	117487737	117487929	ENSG00000237974.1	AC000111.2
7	117560733	117564676	ENSG00000232661.1	CFTR-AS1
7	117586207	117586416	ENSG00000234001.1	AC000111.1
7	117604791	117647415	ENSG00000083622.8	AC000061.1
7	117710651	117874139	ENSG00000077063.11	CTTNBP2
7	117882859	117883675	ENSG00000224136.1	AC007568.1
7	117998858	118004045	ENSG00000234826.1	AC003084.1
7	118184144	118204035	ENSG00000128534.8	LSM8
7	118214669	118496171	ENSG00000106013.15	ANKRD7
7	118511942	118513830	ENSG00000287827.1	AC002529.1
7	118880103	118881288	ENSG00000229982.1	GTF3AP6
7	118950386	118951259	ENSG00000230520.1	AC092098.1
7	119178177	119179149	ENSG00000270516.1	AC079791.1
7	119495024	119907397	ENSG00000225546.6	LINC02476
7	120005976	120006101	ENSG00000271739.1	RNU1-29P
7	120141016	120227213	ENSG00000233417.2	AC004946.1
7	120166443	120186064	ENSG00000233969.2	AC004946.2
7	120273175	120750337	ENSG00000184408.10	KCND2
7	120672871	120672975	ENSG00000252023.1	RNU6-581P
7	120746738	120752514	ENSG00000231295.1	AC004888.1
7	120787320	120858402	ENSG00000106025.9	TSPAN12
7	120950763	120977216	ENSG00000071243.16	ING3
7	120981426	120981553	ENSG00000202225.1	RNA5SP240
7	120988697	121297442	ENSG00000106034.18	CPED1
7	121050927	121051203	ENSG00000234927.1	HMGN1P18
7	121083700	121083813	ENSG00000212628.1	RNA5SP241
7	121194948	121195057	ENSG00000207090.1	RNU6-517P
7	121304657	121309842	ENSG00000287554.1	AC006364.1
7	121325367	121341104	ENSG00000002745.13	WNT16
7	121348878	121396364	ENSG00000196937.11	FAM3C
7	121398452	121398767	ENSG00000213310.3	CYCSP19
7	121419072	121419845	ENSG00000227371.1	AC074085.1
7	121440834	121441261	ENSG00000234985.2	AC074085.2
7	121643334	121686363	ENSG00000227743.2	AC004875.1
7	121736443	121736725	ENSG00000252704.1	RN7SKP277
7	121842368	121845131	ENSG00000233272.1	PNPT1P2
7	121873089	122062036	ENSG00000106278.12	PTPRZ1
7	122064583	122144308	ENSG00000008311.16	AASS
7	122081720	122081781	ENSG00000252003.1	RNU7-154P
7	122144405	122219277	ENSG00000234418.2	AC015983.2
7	122159300	122162243	ENSG00000226636.1	AC006020.1
7	122234531	122234903	ENSG00000213302.3	AC015983.1
7	122301303	122310691	ENSG00000128610.12	FEZF1
7	122303658	122310119	ENSG00000230316.7	FEZF1-AS1
7	122318411	122886759	ENSG00000081803.16	CADPS2
7	122328469	122440388	ENSG00000240499.7	AC004594.1
7	122676580	122676811	ENSG00000225795.1	AC006463.1
7	122681315	122681662	ENSG00000235459.5	RPS26P31
7	122697735	122699117	ENSG00000188050.3	RNF133
7	122701668	122702922	ENSG00000235631.2	RNF148
7	122849746	122850352	ENSG00000227573.2	AC004986.1
7	122994704	122995700	ENSG00000128519.3	TAS2R16
7	123069249	123103589	ENSG00000226680.2	AC073311.1
7	123113531	123199972	ENSG00000081800.9	SLC13A1
7	123230120	123230741	ENSG00000223595.1	LYPLA1P1
7	123452193	123535077	ENSG00000164675.11	IQUB
7	123456629	123459856	ENSG00000232524.1	AC073323.1
7	123457988	123458094	ENSG00000207338.1	RNU6-296P
7	123536997	123557904	ENSG00000128609.16	NDUFA5
7	123567010	123639481	ENSG00000146809.13	ASB15
7	123584859	123624957	ENSG00000230442.5	ASB15-AS1
7	123655866	123664290	ENSG00000170807.12	LMOD2
7	123681943	123749003	ENSG00000106299.8	WASL
7	123749068	123751166	ENSG00000272686.1	WASL-DT
7	123790605	123790711	ENSG00000201104.1	RNU6-11P
7	123814139	123829252	ENSG00000228211.2	HYAL6P
7	123828983	123877481	ENSG00000106302.10	HYAL4
7	123925237	123971414	ENSG00000106304.15	SPAM1
7	123932132	123932459	ENSG00000225583.1	AC004690.1
7	123994622	124027659	ENSG00000241345.1	AC004690.2
7	124030921	124033067	ENSG00000234224.3	TMEM229A
7	124032126	124489572	ENSG00000242593.7	AC006148.1
7	124274671	124288852	ENSG00000243574.2	AC006148.2
7	124337380	124349860	ENSG00000241324.1	AC004930.1
7	124476371	124476955	ENSG00000230268.3	SSU72P8
7	124480524	124481395	ENSG00000213296.4	AC005521.1
7	124647719	124647822	ENSG00000207214.1	RNU6-102P
7	124742312	124745017	ENSG00000279419.1	AC004925.1
7	124743885	124765792	ENSG00000170775.3	GPR37
7	124777292	124790689	ENSG00000275356.5	C7orf77
7	124822386	124929983	ENSG00000128513.16	POT1
7	124929873	125482966	ENSG00000224897.8	POT1-AS1
7	125033453	125035301	ENSG00000186676.3	EEF1GP1
7	125151326	125153611	ENSG00000224899.1	LINC02830
7	125159974	125160547	ENSG00000205898.3	AC019155.1
7	125229579	125264291	ENSG00000219445.2	AC019155.2
7	125300504	125300878	ENSG00000213291.3	AC010099.1
7	125344969	125345377	ENSG00000234071.1	AC010099.2
7	125345825	125346197	ENSG00000227847.1	PPIAP93
7	125917871	125933832	ENSG00000197462.3	AC003975.1
7	126378970	126424185	ENSG00000241921.1	AC000372.1
7	126438598	127253093	ENSG00000179603.18	GRM8
7	126495312	126531336	ENSG00000287702.1	AC002057.2
7	126511135	126512879	ENSG00000227249.1	AC000374.1
7	126533665	126537295	ENSG00000287568.1	AC002057.1
7	126868767	126870532	ENSG00000224981.1	AC000367.1
7	126980967	126981778	ENSG00000230820.2	AC000362.1
7	127058088	127058184	ENSG00000207692.3	MIR592
7	127215127	127229927	ENSG00000236340.6	GRM8-AS1
7	127295620	127296203	ENSG00000236105.1	PRELID3BP10
7	127346790	127431924	ENSG00000048405.10	ZNF800
7	127349833	127350293	ENSG00000279265.1	AC000123.2
7	127350128	127351523	ENSG00000224138.1	AC000123.1
7	127359785	127364759	ENSG00000280347.1	AC000123.3
7	127476883	127485804	ENSG00000226770.1	AC000124.1
7	127580628	127593611	ENSG00000179562.3	GCC1
7	127588386	127591700	ENSG00000004059.11	ARF5
7	127591409	127602144	ENSG00000106328.10	FSCN3
7	127610292	127618142	ENSG00000106331.17	PAX4
7	127644685	127652012	ENSG00000240790.1	AC073934.1
7	127652194	128092609	ENSG00000197157.11	SND1
7	127857852	127858488	ENSG00000240579.1	AC006529.1
7	127997597	128000077	ENSG00000279078.1	SND1-IT1
7	128027071	128032107	ENSG00000128594.8	LRRC4
7	128081861	128081960	ENSG00000207588.1	MIR593
7	128207872	128207943	ENSG00000207705.2	MIR129-1
7	128241278	128257629	ENSG00000174697.5	LEP
7	128264526	128264889	ENSG00000272915.1	AC018635.2
7	128297685	128343908	ENSG00000106344.8	RBM28
7	128306649	128307678	ENSG00000242261.1	AC018635.1
7	128344081	128344142	ENSG00000238750.1	RNU7-27P
7	128350325	128361685	ENSG00000224940.9	PRRT4
7	128392277	128410252	ENSG00000106348.18	IMPDH1
7	128433422	128433713	ENSG00000228700.1	AC010655.1
7	128443449	128443510	ENSG00000238590.1	RNU7-54P
7	128455840	128493859	ENSG00000273184.1	AC010655.4
7	128455849	128458418	ENSG00000135245.10	HILPDA
7	128455937	128469197	ENSG00000240758.2	AC010655.2
7	128466563	128469171	ENSG00000272601.1	AC010655.3
7	128476729	128506602	ENSG00000165055.16	METTL2B
7	128483907	128484158	ENSG00000276988.1	Metazoa_SRP
7	128524016	128531069	ENSG00000273270.1	AC090114.2
7	128533652	128615970	ENSG00000280828.1	AC090114.3
7	128570241	128570688	ENSG00000213280.2	AC090114.1
7	128574751	128626473	ENSG00000242588.6	AC108010.1
7	128617865	128625905	ENSG00000281896.1	AC018638.8
7	128627172	128627275	ENSG00000223189.1	RNU6-177P
7	128651185	128652334	ENSG00000243302.3	AC018638.4
7	128652841	128653243	ENSG00000230715.3	AC018638.2
7	128653690	128654019	ENSG00000229413.2	AC018638.1
7	128653969	128654722	ENSG00000243679.1	AC018638.5
7	128655962	128658791	ENSG00000281490.1	CICP14
7	128667043	128668156	ENSG00000271553.1	AC018638.7
7	128669087	128669892	ENSG00000241493.1	AC018638.3
7	128672288	128687872	ENSG00000205085.12	FAM71F2
7	128690451	128691717	ENSG00000271344.1	AC018638.6
7	128693450	128693924	ENSG00000239722.1	IMP3P2
7	128697439	128697556	ENSG00000201041.1	RNA5SP242
7	128697710	128697744	ENSG00000252866.1	RNA5SP243
7	128709061	128731743	ENSG00000135248.15	FAM71F1
7	128739292	128773400	ENSG00000128595.17	CALU
7	128761338	128761598	ENSG00000244218.3	RN7SL81P
7	128772485	128775794	ENSG00000128617.3	OPN1SW
7	128790757	128822132	ENSG00000128596.17	CCDC136
7	128830406	128859274	ENSG00000128591.16	FLNC
7	128850162	128862626	ENSG00000242902.1	FLNC-AS1
7	128862042	128910719	ENSG00000135253.15	KCP
7	128862856	128865847	ENSG00000128524.5	ATP6V1F
7	128866330	128872047	ENSG00000272899.4	ATP6V1FNB
7	128912732	128914063	ENSG00000224163.4	AC025594.1
7	128937457	128950038	ENSG00000128604.20	IRF5
7	128952527	128953316	ENSG00000275106.1	AC025594.2
7	128954180	129055173	ENSG00000064419.13	TNPO3
7	128970734	128971029	ENSG00000242241.3	RN7SL306P
7	129028889	129030527	ENSG00000244556.1	ODCP
7	129055223	129057239	ENSG00000230359.5	TPI1P2
7	129066021	129066462	ENSG00000242162.1	AC018639.1
7	129095301	129095811	ENSG00000241102.1	AC011005.2
7	129096027	129096735	ENSG00000241573.1	AC011005.3
7	129117513	129117827	ENSG00000240416.1	CYCSP20
7	129126518	129130793	ENSG00000230626.4	AC011005.1
7	129144707	129169699	ENSG00000158457.6	TSPAN33
7	129164849	129164961	ENSG00000200629.1	RNY1P11
7	129188633	129213545	ENSG00000128602.11	SMO
7	129209775	129213545	ENSG00000243230.1	AC011005.4
7	129225023	129430211	ENSG00000158467.16	AHCYL2
7	129366827	129374486	ENSG00000286722.1	AC009244.1
7	129410113	129410370	ENSG00000238072.1	CDC26P1
7	129434432	129488399	ENSG00000128578.10	STRIP2
7	129477875	129478101	ENSG00000239919.1	SNRPGP3
7	129484504	129484656	ENSG00000199846.1	RNU1-72P
7	129502531	129512918	ENSG00000240204.3	SMKR1
7	129604548	129611630	ENSG00000273329.1	AC078846.1
7	129611720	129757082	ENSG00000106459.15	NRF1
7	129756266	129756377	ENSG00000212238.1	RNA5SP244
7	129763060	129769202	ENSG00000286380.1	AC084864.2
7	129770383	129770492	ENSG00000207990.3	MIR182
7	129774692	129774769	ENSG00000199158.1	MIR96
7	129774905	129775014	ENSG00000207691.1	MIR183
7	129783370	129785185	ENSG00000242078.1	AC084864.1
7	129830732	129952960	ENSG00000186591.13	UBE2H
7	129953234	130026989	ENSG00000244036.3	AC073320.1
7	129954693	129954794	ENSG00000199516.1	Y_RNA
7	130018287	130051451	ENSG00000091732.17	ZC3HC1
7	130027277	130027397	ENSG00000201109.1	RNA5SP245
7	130070534	130135705	ENSG00000128607.14	KLHDC10
7	130141707	130142618	ENSG00000229196.4	AC087071.1
7	130164713	130207770	ENSG00000146842.17	TMEM209
7	130173718	130205361	ENSG00000240571.1	AC087071.2
7	130206344	130216844	ENSG00000165120.5	SSMEM1
7	130255902	130262770	ENSG00000270992.1	AC024085.1
7	130266863	130289798	ENSG00000158516.12	CPA2
7	130293134	130324180	ENSG00000128510.12	CPA4
7	130344816	130368730	ENSG00000158525.16	CPA5
7	130380339	130388114	ENSG00000091704.10	CPA1
7	130393771	130442433	ENSG00000106477.20	CEP41
7	130481491	130484392	ENSG00000259920.1	AC007938.1
7	130486042	130491033	ENSG00000272701.3	MESTIT1
7	130486171	130506465	ENSG00000106484.16	MEST
7	130487483	130487622	ENSG00000277269.1	AC007938.5
7	130488304	130488538	ENSG00000278055.1	AC007938.6
7	130489868	130489966	ENSG00000274500.1	AC007938.4
7	130495794	130498427	ENSG00000270823.1	AC007938.2
7	130496111	130496204	ENSG00000199043.1	MIR335
7	130506238	130668748	ENSG00000158623.14	COPG2
7	130507660	130508282	ENSG00000270953.1	AC007938.3
7	130538954	130546900	ENSG00000286214.1	AUXG01000058.1
7	130602795	130602913	ENSG00000239021.1	RNA5SP246
7	130645225	130645594	ENSG00000226045.1	AC234644.1
7	130668643	130687432	ENSG00000213265.9	TSGA13
7	130668852	130669395	ENSG00000287547.1	AC234644.2
7	130730697	130734207	ENSG00000266265.4	KLF14
7	130790208	130791724	ENSG00000271522.1	AC016831.5
7	130791264	131110161	ENSG00000285106.2	AC016831.6
7	130822868	130823219	ENSG00000229858.2	AC016831.2
7	130823205	130823511	ENSG00000240680.1	H4P1
7	130840204	130843725	ENSG00000232716.2	AC016831.3
7	130853720	130930682	ENSG00000233559.2	LINC00513
7	130876747	130876810	ENSG00000284032.1	MIR29A
7	130876809	130913310	ENSG00000226380.9	AC016831.1
7	130877459	130877539	ENSG00000283797.1	MIR29B1
7	130930209	130932206	ENSG00000271204.1	AC016831.4
7	130936464	130939661	ENSG00000273319.1	AC058791.1
7	130938963	131110176	ENSG00000231721.7	LINC-PINT
7	131054886	131054992	ENSG00000199627.1	RNU6-1010P
7	131110096	131496632	ENSG00000128585.18	MKLN1
7	131242590	131242995	ENSG00000233287.1	AC009362.1
7	131309469	131328312	ENSG00000236753.7	MKLN1-AS
7	131493964	131497694	ENSG00000273489.1	AC008264.2
7	131500262	131558217	ENSG00000128567.17	PODXL
7	131520137	131520503	ENSG00000224545.1	AC008264.1
7	131661952	131662624	ENSG00000213261.3	EEF1B2P6
7	131665507	131665858	ENSG00000236238.2	AC093106.1
7	131702269	131702653	ENSG00000236395.1	AC093106.2
7	131753746	131754252	ENSG00000236281.1	NDUFB9P2
7	131892616	131893615	ENSG00000233263.1	CAPZA1P4
7	131893822	131894074	ENSG00000236386.1	AC009518.2
7	131897289	131948953	ENSG00000224865.8	AC009518.1
7	132086266	132087992	ENSG00000229532.1	AC105443.1
7	132123332	132648688	ENSG00000221866.9	PLXNA4
7	132264152	132271269	ENSG00000225144.2	AC018643.1
7	132352334	132367976	ENSG00000223436.1	AC011625.1
7	132648794	132728769	ENSG00000183470.9	FLJ40288
7	132753023	132753126	ENSG00000201009.1	AC009365.1
7	132758970	132760632	ENSG00000225881.2	AC009365.2
7	132784870	133082090	ENSG00000106554.13	CHCHD3
7	132830693	132849593	ENSG00000227197.1	AC009365.3
7	133034607	133035920	ENSG00000283041.1	AC008038.1
7	133034860	133034915	ENSG00000284135.1	MIR3654
7	133082829	133082932	ENSG00000272393.1	RNU6-92P
7	133169416	133170514	ENSG00000237821.1	ST13P7
7	133253073	134066589	ENSG00000131558.15	EXOC4
7	133290881	133290988	ENSG00000276137.1	MIR6133
7	133315009	133315413	ENSG00000235429.1	AC083875.1
7	133727368	133727734	ENSG00000235967.1	COX5BP3
7	133732493	133733595	ENSG00000226205.1	RPS3AP27
7	134127299	134264591	ENSG00000155530.3	LRGUK
7	134284500	134286055	ENSG00000231098.1	AC008154.2
7	134289332	134316930	ENSG00000205060.11	SLC35B4
7	134346071	134350791	ENSG00000229177.1	AC008154.1
7	134368737	134432534	ENSG00000273297.2	AC009275.1
7	134442356	134459284	ENSG00000085662.14	AKR1B1
7	134527567	134541412	ENSG00000198074.10	AKR1B10
7	134549110	134579875	ENSG00000227471.9	AKR1B15
7	134646811	134679816	ENSG00000172331.12	BPGM
7	134684144	134687990	ENSG00000224375.1	AC009276.1
7	134734898	134735129	ENSG00000230101.5	TUBB3P2
7	134744252	134970729	ENSG00000122786.20	CALD1
7	134816543	134998153	ENSG00000286458.1	AC083870.1
7	134986508	135147963	ENSG00000146856.14	AGBL3
7	135092363	135170795	ENSG00000122783.17	CYREN
7	135128444	135129685	ENSG00000223500.1	RNF14P4
7	135148072	135166215	ENSG00000146859.6	TMEM140
7	135168403	135169547	ENSG00000272941.1	AC083862.1
7	135170816	135172414	ENSG00000287733.1	AC083862.2
7	135183839	135211534	ENSG00000105875.14	WDR91
7	135198401	135209837	ENSG00000231794.5	AC009542.1
7	135206994	135207078	ENSG00000277138.1	MIR6509
7	135231979	135258492	ENSG00000146857.4	STRA8
7	135246113	135317752	ENSG00000276067.2	SLC23A4P
7	135361795	135510127	ENSG00000080802.19	CNOT4
7	135444461	135444925	ENSG00000227073.1	SDHDP2
7	135557917	135648757	ENSG00000155561.15	NUP205
7	135650972	135651416	ENSG00000271414.1	AC093107.2
7	135660039	135660647	ENSG00000223718.3	AC093107.1
7	135662496	135693418	ENSG00000243317.8	STMP1
7	135665599	135665702	ENSG00000212303.1	RNU6-1154P
7	135681237	135729258	ENSG00000164707.15	SLC13A4
7	135704537	135704841	ENSG00000273219.1	AC091736.1
7	135728348	135748813	ENSG00000189320.9	FAM180A
7	135774521	135932997	ENSG00000224746.2	AC015987.1
7	135926760	135977359	ENSG00000105887.11	MTPN
7	135960703	135960809	ENSG00000199700.1	RNU6-223P
7	136025717	136084668	ENSG00000230649.3	AC024084.1
